name,address,location,cuisines,rating,rating_count,cost_for_two,source
Simar's Kitchen,"Simar's Kitchen, 14, hulimav, banngerghatta road, near christ university, bangalore - 76",Arekere,"Chinese,North Indian",4.2,100.0,200.0,Swiggy
ROTTI MANE,"ROTTI MANE,  #3, 77/2, BDA Road, Near sai baba temple,                                               Opposite to Bharath petrol Bunk Arekere, bangalore-560076",Arekere,Indian,4.2,100.0,300.0,Swiggy
Goli Vada Pav No .1,"Goli Vada Pav No .1, Shop 1,2nd Cross Santhruphthi Nagar,Kothanur main Road, RBI layout,Near Big Bazar,Opp to Axis Bank,JP Nagar 7th Phase,Bangalore-560076",Arekere,"Maharashtrian,North Indian",4.3,100.0,100.0,Swiggy
Jenny's Brownies,"Jenny's Brownies, 45 & 46, K No 534 Puttenahalli Blore, Kar, Bangalore South, Bangalore Urban, , Karnataka, 560078",Arekere,"Desserts,Beverages",4.6,20.0,250.0,Swiggy
The Punjabi Rasoi,"The Punjabi Rasoi, Ground Floor, Bannerghatta Main Rd, Next to Star Market, Omkar Nagar, Arekere, Bengaluru, Karnataka 560076, India",Arekere,"North Indian,Punjabi",4.1,1000.0,400.0,Swiggy
Sanskari Paratha,"Sanskari Paratha, 45 & 46, K No 534 Puttenahalli Blore, Kar, Bangalore South, Bangalore Urban, , Karnataka, 560078",Arekere,"North Indian,Desserts",4.7,20.0,250.0,Swiggy
IYENGAR CAKE PALACE,"IYENGAR CAKE PALACE, Ground floor, 6th cross, 2nd stage, Arekere mico layout. Opposite L&T south city, bennerghatta road. ",Arekere,"Bakery,Snacks",3.6,20.0,150.0,Swiggy
Biryani Trip,"Biryani Trip, No 92, 1st floor, 1st main, Wilson garden house building, Co-operative society ltd, Kothanur road, JP Nagar 7th Phase, Bangalore - 560078",Arekere,"Biryani,Hyderabadi",4.1,50.0,400.0,Swiggy
Taco Bell,"Taco Bell, MEENAKSHI MALL BANGALORE Unit no T007, Third Floor Royal Meenakshi Mall, Bannerghatta Road, Bangalore 560 076.",Arekere,Mexican,4.2,500.0,300.0,Swiggy
Budapest Bake Inn,"Budapest Bake Inn, Shop no, 3, 4th Cross Rd, near Narayana PU College, Achappa Layout, Puttenahalli, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Arekere,"Desserts,Ice Cream",4.0,50.0,250.0,Swiggy
Nasi and Mee,"Nasi and Mee, No. 23/1,Bannerghatta Road Arekere Village, Begur Hobli, Bengaluru, Karnataka 560076",Arekere,"Asian,Chinese",4.3,100.0,800.0,Swiggy
Kabab Magic,"Kabab Magic, #7/1, Hulimavu Gate, Vijayashree Layout, Near ICICI Bank, Arekere, Bannerghatta Main Road",Arekere,"North Indian,Chinese",4.0,500.0,300.0,Swiggy
Anand Sweets and Savouries,"Anand Sweets and Savouries, 9, Ground Floor, Opposite Royal Meenakshi Mall, Hulimavu,Bannerghatta Road, Bangalore",Arekere,"Sweets,Chaat",4.4,1000.0,300.0,Swiggy
Absolute Shawarma,"Absolute Shawarma, 7, 2nd Cross Rd, Nataraja Layout, Santrupthi Nagar, JP Nagar 7th Phase, Arekere, Bengaluru, Karnataka 560078, India",Arekere,Indian,3.8,20.0,250.0,Swiggy
Sri Banasankri Military Hotel,"Sri Banasankri Military Hotel, No 51, Gollahalli,Gottigere main road,anjanapura post,Bangaluru, Jayanagar,BBMP South Karnataka-560062",Arekere,"North Indian,Biryani",3.1,20.0,200.0,Swiggy
Brahma Brews,"Brahma Brews, 24th Main, 7th Phase, Opposite Brigade Palm Springs, JP Nagar, Bangalore,JP Nagar,Bangalore",Arekere,Indian,4.4,100.0,1400.0,Swiggy
Mother's Rasoi,"Mother's Rasoi, No.12, Hulimavu Road, Beside Christ College, Near Meenakshi Mall, Bannerghatta Road, Bangalore, Bommanahalli, B.B.M.P South Karnataka- 560076",Arekere,North Indian,4.4,100.0,150.0,Swiggy
Dawg Haus - Loaded Hotdogs,"Dawg Haus - Loaded Hotdogs, NO.23/1, Bannerghatta road, Arekere village, Begur Hobli, , Bommanahalli , B.B.M.P South, Karnataka, 560078",Arekere,"American,Continental",4.3,50.0,450.0,Swiggy
Ice Corner,"Ice Corner, 35/4, 24th Main Rd, Achappa Layout, Puttenahalli, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Arekere,"Fast Food,Ice Cream",3.6,50.0,200.0,Swiggy
Chow San,"Chow San, #1&2,opp british biologicals,arekere,bannerghatta road,bangalore-560034",Arekere,"Chinese,Seafood",4.2,50.0,300.0,Swiggy
Momo Monk,"Momo Monk, No.10 2 ND FLOOR , NPC TOWERS ABOVE CANARA BANK AKSHAYANAGAR BANGALORE-560068",Arekere,"Pan-Asian,Chinese",4.0,20.0,350.0,Swiggy
Snack House,"Snack House, No.10 2 ND FLOOR , NPC TOWERS ABOVE CANARA BANK AKSHAYANAGAR BANGALORE-560068",Arekere,Street Food,4.0,20.0,300.0,Swiggy
Wendy's,"Wendy's, 543/6, Devrachikkanahalli Main Road, Bommanahalli, Banglore, Bommanahalli, BBMP South(Karnataka) 560068",Arekere,"American,Burgers",3.9,1000.0,200.0,Swiggy
Tikka Kebab,"Tikka Kebab, Kodichikkanahalli Cross, Hongasandra, Bengaluru, Karnataka 560068, India",Arekere,"Arabian,Biryani",3.8,100.0,300.0,Swiggy
Boma Rang Thai & Chainese Kitchen,"Boma Rang Thai & Chainese Kitchen, #No 27/2 and 29/1 2nd main vijayashree Layout , Hulimavu gate behind ICICI Bank , Bennerghatta Road Bengaluru, Bommanahalli 560076",Arekere,Chinese,4.4,20.0,400.0,Swiggy
Street Foods By Punjab Grill,"Street Foods By Punjab Grill, 3RD FLOOR ,FOOD COURT,ROYAL MEENAKSHI MALL,BANNERGHATTA MAIN ROAD,BENGALURU,KARNATAKA",Arekere,"North Indian,Indian",3.8,100.0,350.0,Swiggy
Crazy Bao,"Crazy Bao, 1260, Survey 35/4, SJR Tower's, 7th Phase, 24th Main Puttenahalli, JP Nagar, Bangalore - 560078",Arekere,"Chinese,Asian",3.3,20.0,600.0,Swiggy
SGS Non Veg - Gundu Pulav,"SGS Non Veg - Gundu Pulav, 1260, Survey 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore 560078",Arekere,"Indian,Biryani",2.8,20.0,400.0,Swiggy
Beycam malabar restaurent,"Beycam malabar restaurent, Beycam Malabar Restaurant, Basement floor of Canara Bank ATM, ARN Arcade 7/9, Basement Shop 1 & 2, Arekere Main Road, Bannerghatta Road, Bangalore -560076",Arekere,"Kerala,Seafood",3.8,100.0,400.0,Swiggy
NH1 Bowls - Highway To North,"NH1 Bowls - Highway To North, Shop No. 5, Shbari Complex, Arakere Mico Layout main Road, Govinda Reddy Layout, Off B G Road",Arekere,"North Indian,Punjabi",4.2,20.0,250.0,Swiggy
Bombay Kulfi,"Bombay Kulfi, No 16,  Avani Shringeri Nagar, Hulimavu, B G road, Near Royal Enfield showroom , Hulimavu, Bengaluru, Karnataka 560076",Arekere,"Desserts,Ice Cream",4.1,50.0,100.0,Swiggy
Rolls On Wheels,"Rolls On Wheels, No. 53, Sri Rama Layout, Near Brigade Millinium, J P Nagar 7th Phase, Bangalore 560078",Arekere,Snacks,4.4,500.0,200.0,Swiggy
The Village Kitchen,"The Village Kitchen, Spice Resto, # 12, Garepalya-Hongasandra Road, Opp Piller 50, Hosur Road, Bangalore - 560 068",Arekere,"South Indian,North Indian",3.7,100.0,300.0,Swiggy
Brahmasree Anna kuteera,"Brahmasree Anna kuteera, Brahmasree Annakuteera 48, 1st Main Rd, byrappa circle, jambusawari dinne, 8th Phase, Gottigere, Bengaluru, Karnataka 560075",Arekere,"South Indian,North Indian",3.3,20.0,120.0,Swiggy
The Empire Juice Shop,"The Empire Juice Shop, KATHA NO.1377 AND SY NO.148/1 & 148/2, BILEKAHALLI VILLAGE, BEGUR HOBLI, BANGALORE., District - B.B.M.P South, STATE - Karnataka -560076",Arekere,"Juices,Ice Cream",4.0,50.0,200.0,Swiggy
Basmati Express,"Basmati Express, 1260, Survey 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore 560078",Arekere,"Biryani,Andhra",2.6,20.0,300.0,Swiggy
SHREE GURU KOTTURESHWARA DAVANAGERE BENNE DOSE HOT,"SHREE GURU KOTTURESHWARA DAVANAGERE BENNE DOSE HOT, 116, Nayak Layout Main Rd, Pavamana Nagar, Surabhi Nagar, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru, Karnataka 560076, India",Arekere,South Indian,4.3,20.0,129.0,Swiggy
Punjabi Food Corner,"Punjabi Food Corner, Punjabi food corner, 3rd Main Rd, Gaurav Nagar, Phase 7, J. P. Nagar, Bengaluru, Karnataka 560078",Arekere,"North Indian,Chinese",3.6,50.0,350.0,Swiggy
Badmash Biryani,"Badmash Biryani, 45 & 46, K No 534 Puttenahalli Blore, Kar, Bangalore South, Bangalore Urban, , Karnataka, 560078",Arekere,"Desserts,Beverages",4.5,20.0,300.0,Swiggy
ROTI BASKET,"ROTI BASKET, NUMBER 17 NYANAPPANAHALLI MAIN ROAD YELENAHALLI AKSHAYNAGAR BANGALORE 560068",Arekere,Indian,4.0,20.0,200.0,Swiggy
Cupcake Bliss Cakes & Desserts,"Cupcake Bliss Cakes & Desserts,  Address:  6D, 3rd Floor, Aishwarya Arcade, Hanuman Nagar, BTM Layout, Sir M Visveswaraya Road, Opp to Graamina Angad, Bannerghatta Road, Bangalore",Arekere,"Bakery,Desserts",3.9,50.0,200.0,Swiggy
Slurpy Shakes,"Slurpy Shakes, 6D, 3rd Floor, Aishwarya Arcade, Hanuman Nagar, BTM Layout, Sir M Vishveshwaraya Road, Opp Nano Hospital, Arekere, Bangalore, 560076",Arekere,"Bakery,Desserts",3.7,20.0,150.0,Swiggy
Shefali's Kitchen,"Shefali's Kitchen, 39, Ground floor, 1st cross, Aradhana layout, Arekere Mico Layout, L&T Shoth City, BG Road, Bangalore-560076",Arekere,"Bengali,North Indian",4.1,100.0,200.0,Swiggy
TANDOOR FACTORY BY BIG PITCHER,"TANDOOR FACTORY BY BIG PITCHER, No 28, 4th Cross Rd, BOB Colony,  JP Nagar, 7th Phase, Bengaluru - 560078",Arekere,"Desserts,North Indian",3.9,50.0,300.0,Swiggy
Simply Indian,"Simply Indian, #500, 2ndBlock,2ndPhase, BTM layout,6th stage,Bannergahtta, Bengaluru, Karnataka 560076",Arekere,"Coastal,Chinese",4.3,100.0,500.0,Swiggy
Baker's Talent,"Baker's Talent, Chidu Enterprises, 6th Main Road, Gaurav Nagar, Phase 7, J. P. Nagar, Kothnur, Karnataka, India",Arekere,"Bakery,Desserts",3.5,20.0,200.0,Swiggy
THARAVADU MALABAR BIRYANI,"THARAVADU MALABAR BIRYANI, 1260, Survey 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore 560078",Arekere,"Biryani,Kerala",3.4,100.0,230.0,Swiggy
Savi Ruchi,"Savi Ruchi, #19, KODICHIKKANAHALLI TO DEVARACHIKKANAHALLI MAIN ROAD, NEXT TO GOLDEN GATE APARTMENT, KODICHIKKANAHALLI, BANGALORE, BTM Layout , B.B.M.P South, Karnataka-560076",Arekere,"South Indian,Chinese",4.2,100.0,200.0,Swiggy
Mugs N Burgers,"Mugs N Burgers, No.10, KB No.9/10/9 Ample Mart Building, Opp DLF New Town, Akshaynagar, Yalenahalli Bannerghatta Road, Bangalore-560068",Arekere,"Beverages,Continental",4.1,100.0,350.0,Swiggy
Curry On Tikka,"Curry On Tikka, Kitchens@ 1260, Survey 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore - 560078",Arekere,"North Indian,Punjabi",3.9,100.0,350.0,Swiggy
Momo Zone - The Momo Company,"Momo Zone - The Momo Company, 6D, 3rd Floor, Aishwarya Arcade, Hanuman Nagar, BTM Layout, Sir M Vishveshwaraya Road, Opp Nano Hospital, Arekere, Bangalore, 560076",Arekere,"Chinese,Tibetan",3.9,20.0,150.0,Swiggy
Baskin Robbins,"Baskin Robbins, Baskin Robbins, No 87, 80 ft Road, Near Sai Baba Temple, Arekere Bangalore-560076",Arekere,"Desserts,Ice Cream",4.4,100.0,250.0,Swiggy
Great Indian Khichdi by EatFit,"Great Indian Khichdi by EatFit, 1914, 2nd block, 3rd floor Next to Chaitanya School, Jambu Savari Dinne, Jambusawari Dinne, Royal County, 8th Phase, J. P. Nagar, Bengaluru, Karnataka 560083",Arekere,"Home Food,Indian",4.1,100.0,200.0,Swiggy
Taaza Chats,"Taaza Chats, #22 & 23, B K Circle, J P Nagar 8th Phase, Bangalore. 560076",Arekere,"Chaat,Street Food",3.9,20.0,200.0,Swiggy
Kolkata famous Kathi roll,"Kolkata famous Kathi roll, no .721 puttenahalli  road near  big bazar  brirade millennium appt RBI layout  jp Nagar  7th phase  ba jayanagar b.b.m.p south. Bangalore. 560078",Arekere,"Fast Food,Snacks",4.0,100.0,100.0,Swiggy
Fattoush Restaurant,"Fattoush Restaurant, Fattoush Restaurant, Opp. IIMB, Above A2B Restaurant, JP Nagar, Banarghatta Main Road, B'lore-76",Arekere,"North Indian,Arabian",4.0,100.0,300.0,Swiggy
Itminaan Biryani - Dum Pukht,"Itminaan Biryani - Dum Pukht, Shop No. 5, Shbari Complex, Arakere Mico Layout main Road, Govinda Reddy Layout, Off B G Road",Arekere,"Biryani,North Indian",3.9,20.0,400.0,Swiggy
Singh Da Punjabi Dhaba,"Singh Da Punjabi Dhaba, Ample Mart, Site-9, 1st floor SBI Bank Building, Westend Avenue Near DLF town Opp, Bengaluru, Karnataka 560076",Arekere,"Punjabi,Tandoor",3.9,100.0,200.0,Swiggy
Celebrate Biryani,"Celebrate Biryani, 1 & 2, A MAIN, NO. 7, 3RD MAIN ROAD,3RD CROSS ROAD, MANJUNATHA LAYOUT,KODICHIKKANAHALLI, BANGALORE ,Bommenahalli , Bangalore South, 560076",Arekere,Biryani,4.0,50.0,399.0,Swiggy
Seedha Saada Samosa,"Seedha Saada Samosa, 45 & 46, K No 534 Puttenahalli Blore, Kar, Bangalore South, Bangalore Urban, , Karnataka, 560078",Arekere,"Snacks,Fast Food",4.2,20.0,200.0,Swiggy
BELLI SHREE BANGARPET CHATS,"BELLI SHREE BANGARPET CHATS, 1ST FLOOR 86/1, Yellapa Reddy Layout,, Arekere main road, Bannerghatta Main Rd, Chamundeshwari Layout, Venugopal Reddy Layout, Arekere, Bengaluru, Karnataka 560076, India",Arekere,Chaat,4.2,100.0,100.0,Swiggy
Adda The Restaurant,"Adda The Restaurant, 34/5 Deverchikkanahalli main road, bommanahalli, Bangalore",Arekere,"Chinese,North Indian",4.0,100.0,400.0,Swiggy
Manjushree Veg,"Manjushree Veg, Opp To Ganesh Temple, 86, 1st Cross Road, Arekere MICO Layout 2nd stage, Arakere, Bengaluru, Karnataka 560076",Arekere,"Chinese,South Indian",4.4,500.0,100.0,Swiggy
Bengali Food Hotel,"Bengali Food Hotel, NO. 06, K H NO. 57/2, 7TH CROSS, GARVEBAVIPALYA, HONGASANDRA, DAKLE BEGUR HOBLI - BENGALURU, District - B.B.M.P South, STATE - Karnataka-560068",Arekere,Bengali,3.5,100.0,200.0,Swiggy
The Momo Co.,"The Momo Co., Shop No. 54, 1st floor, SVP Building, Yelenahalli Main Road, Akshay Nagar, Begur Hobli, Bangalore",Arekere,"Chinese,Asian",3.2,20.0,250.0,Swiggy
AMRITSARI ZAIKA,"AMRITSARI ZAIKA, NO-60 PUTTENAHALLI PALYA,JP NAGAR 7TH PHASE,BENGALURU, BOMMANAHALLI,B.B.M.P SOUTH, KARNATAKA-560078",Arekere,"Chinese,Tandoor",3.8,20.0,250.0,Swiggy
BOX8 - Desi Meals,"BOX8 - Desi Meals, Shop No. 5, Shbari Complex, Arakere Mico Layout main Road, Govinda Reddy Layout, Off B G Road",Arekere,"North Indian,Biryani",3.9,100.0,250.0,Swiggy
Grameen Kulfi,"Grameen Kulfi, 33 4th Cross, 5th Main road Navodya Nagar JP Nagar 7th Phase Bangalore Karnataka 560076",Arekere,"Ice Cream,Desserts",4.6,50.0,120.0,Swiggy
Chicking,"Chicking, 1260, Survey 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore - 560078",Arekere,"Fast Food,American",3.7,100.0,400.0,Swiggy
Pallavi Restaurant (Authentic taste from Gulbarga),"Pallavi Restaurant (Authentic taste from Gulbarga), Hegde's Corner, #39, opp. DLF new town, Classic Paradise Layout, Begur, Bengaluru, Karnataka 560068 Locality & Area: Begur",Arekere,"North Indian,Chinese",4.1,500.0,250.0,Swiggy
Hakuna Matata,"Hakuna Matata, 1231/35/2, 24th Main,Opposite Brigade Palm Springs, Brigade Millenium Rd, JP Nagar 7th Phase, Bengaluru, Karnataka 560076",Arekere,"Chinese,Indian",4.4,500.0,1200.0,Swiggy
Third Wave Coffee,"Third Wave Coffee, NO.8, AREKERE , BANNERGATTA ROAD, BANGALORE, BTM Layout , B.B.M.P South, Karnataka - 560076",Arekere,"Beverages,Bakery",4.2,100.0,400.0,Swiggy
Hotel Empire,"Hotel Empire, ""Empire Restaurant #148/1, Bilekahalli Village,Near IIMBBegur HobliBangalore- 560076""",Arekere,"North Indian,Kebabs",3.9,1000.0,450.0,Swiggy
Big Bowl Company,"Big Bowl Company, Shop No. 54, 1st floor, SVP Building, Yelenahalli Main Road, Akshay Nagar, Begur Hobli, Bangalore",Arekere,"North Indian,Chinese",3.7,100.0,250.0,Swiggy
The Looney Wok,"The Looney Wok, 104/ 1, Devarachikkanahalli Rd, Bilekahalli, Bengaluru, Karnataka 560076, India",Arekere,"Chinese,Pan-Asian",4.1,100.0,250.0,Swiggy
Faasos - Wraps & Rolls,"Faasos - Wraps & Rolls, No. 161, 161-A, 166, First Floor, Vinayaka Nagar, Arekere Main Road, Bannerghatta Road, Bangalore - 560076.",Arekere,"Fast Food,Snacks",4.1,100.0,200.0,Swiggy
Wow Desserts and More,"Wow Desserts and More, No-10, Bannerghatta Main road, Pai  Layout, Hulimavu, Lane Next to Christ  College, Bengaluru, Bommanahalli ,  B.B.M.P South, Karnataka - 560076",Arekere,"Ice Cream,Desserts",3.7,20.0,250.0,Swiggy
GUNDU PULAV SGS - ORIGINAL," GUNDU PULAV SGS - ORIGINAL, No 4, 1st Main road, Arekere Mico Layout Main road, Arekere,Bannerghatta Road, Bangalore, District - B.B.M.P South, STATE - Karnataka",Arekere,"Biryani,South Indian",4.1,100.0,250.0,Swiggy
Paratha Plaza,"Paratha Plaza, 101, Brigade Millenium Road, Paradise Colony, JP Nagar 7th Phase, JP Nagar, Bengaluru, Karnataka 560078",Arekere,North Indian,4.7,20.0,250.0,Swiggy
Sanskari Biryani,"Sanskari Biryani, 45 & 46, K No 534 Puttenahalli Blore, Kar, Bangalore South, Bangalore Urban, , Karnataka, 560078",Arekere,"Biryani,Mughlai",4.3,20.0,300.0,Swiggy
Punjabi Zaica,"Punjabi Zaica, no-45,puttenahalli palya jp nagar 7th phase bangalore-560078",Arekere,"Biryani,North Indian",3.7,20.0,200.0,Swiggy
PRATYUSH'S FOOD PLAZA,"PRATYUSH'S FOOD PLAZA, no-45,puttenahalli palya,jp nagr 7th phase,bangalore-560078",Arekere,"Oriya,Indian",4.2,100.0,200.0,Swiggy
Chicken County Restaurant,"Chicken County Restaurant , #16 and #17,RR Commercial Complex, Begur-Hulimavu Road, Opp. Village Hypermarket & Andhara Bank, Akshya Nagar,Bengaliru - 560076",Arekere,"North Indian,Chinese",4.1,500.0,320.0,Swiggy
Ambara Gardenia,"Ambara Gardenia, #1065/A, 6th Cross, 13th Main, Above Sri Bhagya Grand, 2nd Floor, Vijaya Bank Colony, Bangalore",Arekere,"Andhra,Coastal",4.0,100.0,300.0,Swiggy
PRATYUSH'S KITCHEN,"PRATYUSH'S KITCHEN, NO-60 PUTTENAHALLI PALYA,JP NAGAR 7TH PHASE,BENGALURU, BOMMANAHALLI,B.B.M.P SOUTH, KARNATAKA-560078",Arekere,"Oriya,North Indian",4.1,20.0,350.0,Swiggy
Omleterian,"Omleterian, Address : #9, Chamundeshwari Layout,  Arekere, Bengaluru, Karnataka 560076",Arekere,"Continental,American",4.4,20.0,300.0,Swiggy
Chaat Street,"Chaat Street, NO.35/4, 24TH MAIN, JP NAGAR 7TH PHASE, PUTTENAHALLI, BANGALORE.",Arekere,"Fast Food,Snacks",3.9,500.0,200.0,Swiggy
Kanti Bakes And Flakes,"Kanti Bakes And Flakes, SHOBHA ARCADE NO 1058 VIJAYA BANK COLONY BILEKAHALLI BENGALURU -560076",Arekere,Sweets,4.4,100.0,200.0,Swiggy
Wingsta,"Wingsta, NO.23/1, Bannerghatta road, Arekere village, Begur Hobli, , Bommanahalli , B.B.M.P South, Karnataka, 560078",Arekere,"Street Food,Continental",3.7,20.0,300.0,Swiggy
SAN - Davanagere Benne Dose,"SAN - Davanagere Benne Dose, SGS GUNDU PULAV HOTELS LLP, Brigade Millenium Road, Arekere MICO Layout 2nd stage, Arekere, Bengaluru, Karnataka, India",Arekere,Indian,4.1,20.0,100.0,Swiggy
Firangi Bake,"Firangi Bake, No 161 A ,166, First floor,Vinayaka Nagar,A,KARNATAKA",Arekere,"Italian,Mexican",4.0,20.0,400.0,Swiggy
SHREE MADHVAS UPAHARA,"SHREE MADHVAS UPAHARA, No 69 AND 70, KOTHNUR MAIN ROAD, GAURAV NAGAR, BANGALORE, Jayanagar, B.B.M.P South, Karnataka 560078",Arekere,South Indian,4.3,100.0,75.0,Swiggy
Onesta,"Onesta, Royal Meenakshi Mall, Bengaluru, Hulimavu, Bengaluru, Karnataka 560076",Arekere,"Italian,Desserts",4.1,500.0,200.0,Swiggy
Saucy Wok,"Saucy Wok, Kitchens@ 1260, Survey 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore - 560078",Arekere,"Indian,Chinese",4.1,100.0,350.0,Swiggy
Cake book,"Cake book, Ennar Plaza, JP Nagar 7th Phase, Kothnur Main Road, Opposite Gaurav nagar Bus Stop, Bangalore - 560078",Arekere,"Desserts,Ice Cream",4.2,20.0,200.0,Swiggy
Bengali Babu Sweets,"Bengali Babu Sweets, No. 3, Puttenahalli Rd, Puttenahalli, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",Arekere,"Snacks,Sweets",4.4,50.0,200.0,Swiggy
Sharma's Kitchen (Rajasthani Home Food),"Sharma's Kitchen (Rajasthani Home Food), 129,Sarvamangala ,Suguma layout 3 rd cross,Nyanapanahalli,Bangalore",Arekere,North Indian,4.0,100.0,200.0,Swiggy
Shiv Sai hotel,"Shiv Sai hotel, 15/1BB Complex,Near Hulimavu Police Station,Hulimavu,Bannerghatta Road,Bangalore-560076",Arekere,"North Indian,Desserts",3.6,100.0,250.0,Swiggy
NIC Natural Ice Creams,"NIC Natural Ice Creams, 33 4th Cross, 5th Main road Navodya Nagar JP Nagar 7th Phase Bangalore Karnataka 560076",Arekere,"Ice Cream,Desserts",4.6,100.0,120.0,Swiggy
Grow Fit,"Grow Fit, No 92, 1st floor, 1st main, Wilson garden house building, Co-operative society ltd, Kothanur road, JP Nagar 7th Phase, Bangalore - 560078",Arekere,"Healthy Food,Keto",4.3,100.0,350.0,Swiggy
"Wraps, Rolls & Bowls","Wraps, Rolls & Bowls, Shop No. 54, 1st floor, SVP Building, Yelenahalli Main Road, Akshay Nagar, Begur Hobli, Bangalore",Arekere,"North Indian,Chinese",3.3,20.0,250.0,Swiggy
Sri SLV Bhavan,"Sri SLV Bhavan, 7, Hulimavu, Begur Main Road, Near Bannerghatta Road, Bangalore",Arekere,"South Indian,Chinese",4.3,50.0,200.0,Swiggy
Nandanam Restaurant,"Nandanam Restaurant, 32,SRK Paradise, Opposite Vijaya Springwood Apartment ,Manipal County Road singasandra, Bengaluru Karnataka ",Arekere,"Kerala,Biryani",4.0,500.0,250.0,Swiggy
ROYAL COUNTY,"ROYAL COUNTY, # 155/1B Manipal County Road Hosur Main Road Singasandra Industrial Layout, AECS C Block, Begur, Bengaluru, Karnataka 560068, India",Arekere,Indian,4.1,20.0,300.0,Swiggy
Burger It Up,"Burger It Up, 6D, 3rd Floor, Aishwarya Arcade, Hanuman Nagar, BTM Layout, Sir M Visveswaraya Road, Opp to Graamina Angad, Bannerghatta Road, Bangalore",Arekere,"American,Fast Food",4.4,50.0,150.0,Swiggy
Ghee and Turmeric,"Ghee and Turmeric, Unit No 3,t No. 23/1,Bannerghatta Road, Arekere Village, Begur Hobli, Bangalore 560083",Arekere,"North Indian,Tandoor",3.6,50.0,250.0,Swiggy
Chandni Chowk,"Chandni Chowk, Shop #6/3 ,Someshwara Layout ,Near SLV Hotel ,Hulimavu ,Bangalore -560076",Arekere,"North Indian,Fast Food",3.3,20.0,150.0,Swiggy
New York Waffles & Dinges,"New York Waffles & Dinges, 45 & 46, K No 534 Puttenahalli Blore, Kar, Bangalore South, Bangalore Urban, , Karnataka, 560078",Arekere,Beverages,4.8,20.0,250.0,Swiggy
Mane oota,"Mane oota, No 82 4th main 4th Cross Arekere Mico Layout NearBus stop Bannerghatta Road Bangalore , BTM Layout,B.B.M.P South (Karnataka), - 560076",Arekere,South Indian,4.4,50.0,200.0,Swiggy
JUGAAD,"JUGAAD, No 104/1, off bannerghatta road,devarachikkanahaki road , bilekhalli,BTM  layout Bangalore 560076",Arekere,"North Indian,Thalis",4.2,20.0,220.0,Swiggy
Bowl Wise - Healthy N' Wholesome,"Bowl Wise - Healthy N' Wholesome, 1314, 3rd Main Rd, Akshayanagara East, Akshayanagar, Bengaluru, Karnataka 560076, India",Arekere,"Healthy Food,Salads",3.9,50.0,400.0,Swiggy
Nasco Restaurant And Kebab Centre,"Nasco Restaurant And Kebab Centre, NO 267/2 BEGUR VILLAGE BEGUR HOBLI BANGALORE,BOMMANAHALLI-560068",Arekere,"Indian,Chinese",3.9,50.0,400.0,Swiggy
Parathas & More,"Parathas & More, No. 76, 6th Main, 7th Cross, Hosur Main Road, Garvebhavi Palya, Bangalore-560068                             Near Amba Bajaj Godown, Behind TOTAL GAS R S Enterprises Garvebhavipalya.",Arekere,"North Indian,Chinese",4.3,500.0,200.0,Swiggy
